,body,Amir,Ali,Misagh,
4494,['I need to pass @interface instance variable value to pointcut and the method but wasn\'t able to find anything on google.,,,,
4495,here is what I have so far:,,,,
4496,"pointcut auditField(Object t, Object value): set(@ge.shemo.anotations.CaptureChanges * * ) && args(value) && target(t);",,,,
4497,"before (Object target, Object newValue, FieldChangeName fieldName): ",,,,
4498,"        auditField(target, newValue,fieldName) {",,,,
4499,    FieldSignature sig = (FieldSignature) thisJoinPoint.getSignature();,,,,
4500,    Field field = sig.getField();,,,,
4501,    Object oldValue;,,,,
4502,    try {,,,,
4503,        oldValue = field.get(target);,,,,
4504,    } catch (IllegalAccessException e) {,,,,
4505,"        throw new RuntimeException(""Failed to create audit Action"", e);",,,,
4506,"    System.out.println(""changed from "" + oldValue + "" to "" + newValue);",,,,
4507,and interface:,,,,
4508,@Target(value = FIELD),,,,
4509,public @interface CaptureChanges {,,,,
4510,    MethodType fieldType();,,,,
4511,public enum MethodType {,,,,
4512,    private FieldChangeType type;,,,,
4513,    private FieldChangeName(FieldChangeType type) {,,,,
4514,        this.type = type;,,,,
4515,    public FieldChangeType getType() {,,,,
4516,        return this.type;,,,,
4517,public enum FieldChangeType {,,,,
4518,"    ENUM, STRING",,,,
4519,I want to get the value of \'FieldChangeMethod method\' from @interface CaptureChanges and use it in before() function.,,,,
4520,How can I do this?,,,,
4521,"[""I have a problem whenever I use the Scanner class in my java code:",,,,
4522,Say I type,,,,
4523,Scanner in = new Scanner(System.in),,,,
4524,"As soon as I press the semicolon, it becomes/autoformats to this:",,,,
4525,Scanner in = new Scanner(System.in;,,,,
4526,"This is the only case where this issue occurs, I have never seen it happen anywhere else when coding. I also haven't found anything in the autoformat preferences that sounds like a solution to this.",,,,
4527,I would like to know how to fix this.,,,,
4528,['1)How can we Implement Heart Beat in Android. ,,,,
4529,      I already Implemented Atmosphere framework.,,,,
4530,Currently what happening is webscoket connection got dismissed which we are not able to Identify,,,,
4531,"['This is the code that identifies the prime numbers up to the given number. If you input, say 7, the returned ArrayList would have all the first 7 prime numbers in it.",,,,
4532,    public static ArrayList<Integer> calcPrime(int inp) ,,,,
4533,        ArrayList<Integer> arr = new ArrayList<Integer>();,,,,
4534,        int counter = 4;,,,,
4535,        while(arr.size() < inp) ,,,,
4536,            // 23 and 25,,,,
4537,            if(counter % 2 != 0 && counter%3 != 0) ,,,,
4538,                int temp = 4;,,,,
4539,                while(temp*temp <= counter) ,,,,
4540,                    if(counter % temp == 0),,,,
4541,                    temp ++;,,,,
4542,                if(temp*temp > counter) ,,,,
4543,        return arr;,,,,
4544,"My question is this. I understand that this code is filtering all the numbers which are divisible by 2 and 3. But for all other numbers, say 23 or 25, it is just relying on the squares of numbers from 4.",,,,
4545,I want to know how this is achieving its goal. Please help me understanding this.,,,,
4546,['I have Country Enum.,,,,
4547,public enum Country {    ,,,,
4548,Country is used in a Product:,,,,
4549,public class Product {,,,,
4550,"    @XmlElement(name = ""Country"")",,,,
4551,    private List<Country> origin;,,,,
4552,The produced output is:,,,,
4553,The Problem is I need to produce this kind of output.,,,,
4554,How can I produce the later output with Enums without using an adapter? ,,,,
4555,"['This is the first time I have used a confirm box and I\'d like some advice on how to use it please, I want to use the users input of ""Yes or No"" but not sure how to do it? If I wanted to reference the input from the JOptionPane in an if statement how would go about it?",,,,
4556,"JOptionPane.showConfirmDialog(null, ""Click yes to terminate. "", ""TERMINATE SIMULATION?"", JOptionPane.YES_NO_OPTION);",,,,
4557,Thank you.,,,,
4558,['I test some code ,,,,
4559,public void onCreate(Bundle savedInstanceState) {,,,,
4560,    Fragment f = new Fragment();,,,,
4561,"I usd sdk4.0 compile, and AndroidManifest.xml use-sdk minSdk=4 targetSdkVersion=14",,,,
4562,"When I run it on android 1.6 emulator it throw java.lang.VerifyError, but on phone running android 2.3.4 it throws java.lang.NoClassDefFoundError.",,,,
4563,"I do not need Fragment class, I just test a Class that include android 3.0 sdk. I just want to see what will print.",,,,
4564,java.lang.VerifyError（Thrown when the VM notices that an attempt is made to load a class which does not pass the class verification phase.）,,,,
4565,（Thrown when the VM is unable to locate a class which it has been asked to load.）,,,,
4566,They both extend LinkageError，LinkageError is the superclass of all error classes that occur when loading and linking class files.,,,,
4567,I found this in dalvik docs,,,,
4568, Verification Failures,,,,
4569," The verifier may reject a class immediately, or it may defer throwing",,,,
4570,"  an exception until the code is actually used. For example, if a class",,,,
4571,"  attempts to perform an illegal access on a field, the VM should throw",,,,
4572,  an IllegalAccessError the first time the instruction is encountered.,,,,
4573,"  On the other hand, if a class contains an invalid bytecode, it should",,,,
4574,  be rejected immediately with a VerifyError.,,,,
4575," Immediate VerifyErrors are accompanied by detailed, if somewhat",,,,
4576,"  cryptic, information in the log file. From this it\'s possible to",,,,
4577,"  determine the exact instruction that failed, and the reason for the",,,,
4578, It\'s a bit tricky to implement deferred verification errors in Dalvik.,,,,
4579,  A few approaches were considered:,,,,
4580, We could replace the invalid field access instruction with a special,,,,
4581,"  instruction that generates an illegal access error, and allow class",,,,
4582,  verification to complete successfully. This type of verification must,,,,
4583,"  be deferred to first class load, rather than be performed ahead of",,,,
4584,"  time during DEX optimization, because some failures will depend on the",,,,
4585,  current execution environment (e.g. not all classes are available at,,,,
4586,  dexopt time). At that point the bytecode instructions are mapped,,,,
4587,"  read-only during verification, so rewriting them isn\'t possible. We",,,,
4588,  can perform the access checks when the field/method/class is resolved.,,,,
4589,  In a typical VM implementation we would do the check when the entry is,,,,
4590,"  resolved in the context of the current classfile, but our DEX files",,,,
4591,"  combine multiple classfiles together, merging the field/method/class",,,,
4592,  resolution results into a single large table. Once one class,,,,
4593,"  successfully resolves the field, every other class in the same DEX",,,,
4594,  file would be able to access the field. This is incorrect. Perform the,,,,
4595,  access checks on every field/method/class access. This adds,,,,
4596,"  significant overhead. This is mitigated somewhat by the DEX optimizer,",,,,
4597,  which will convert many field/method/class accesses into a simpler,,,,
4598,"  form after performing the access check. However, not all accesses can",,,,
4599,"  be optimized (e.g. accesses to classes unknown at dexopt time), and we",,,,
4600,  don\'t currently have an optimized form of certain instructions,,,,
4601,  (notably static field operations). In early versions of Dalvik (as,,,,
4602,"  found in Android 1.6 and earlier), the verifier simply regarded all",,,,
4603,"  problems as immediately fatal. This generally worked, but in some",,,,
4604,  cases the VM was rejecting classes because of bits of code that were,,,,
4605,  never used. The VerifyError itself was sometimes difficult to,,,,
4606,"  decipher, because it was thrown during verification rather than at the",,,,
4607,  point where the problem was first noticed during execution.,,,,
4608, The current version uses a variation of approach #1. The dexopt,,,,
4609,"  command works the way it did before, leaving the code untouched and",,,,
4610,"  flagging fully-correct classes as ""pre-verified"". When the VM loads a",,,,
4611,"  class that didn\'t pass pre-verification, the verifier is invoked. If a",,,,
4612,"  ""deferrable"" problem is detected, a modifiable copy of the",,,,
4613,"  instructions in the problematic method is made. In that copy, the",,,,
4614,"  troubled instruction is replaced with an ""always throw"" opcode, and",,,,
4615,  verification continues.,,,,
4616,['I have a little executable program in C that produce a lot of output to a file.,,,,
4617,"When I call this program with Runtime, like this:",,,,
4618,Runtime r = Runtime.getRuntime();,,,,
4619,Process p = null;,,,,
4620,"p = r.exec(""./my_program -in input.file -out output.file"", null, new File(System.getProperty(""java.io.tmpdir"")));",,,,
4621,"When the program produce low output everything is ok, but when I call ""*my_program*"" with a large input it will produce a large quantity of output to the output.file, but in this case my program in Java freeze and nothing happen...",,,,
4622,"I test ""*my_program*"" in terminal with a lot of large inputs and everything is ok, but when I call the program in Java with Runtime.exec, the Java program freeze.",,,,
4623,Thanks in advance,,,,
4624,"['So I have this triangle class I need to create using an abstract class.  It will also be drawn by a tester class. I am part of the way through it but I am having serious issues with the math portion.  I have set the coordinates in the tester class, I have no idea of how to get the pen to turn a certain degree to draw the next side of the triangle. Attached is all the classes and I have so far.  Any help will be appreciated.",,,,
4625,Tester class,,,,
4626,    import TurtleGraphics.*;,,,,
4627,      public class TestShapes1 {,,,,
4628,        public static void main (String[] args) {,,,,
4629,"        // Declare and instantiate a pen, a circle and a wheel",,,,
4630,        Pen p = new StandardPen();,,,,
4631,"        //Shape s1 = new Circle1 (20, 20, 20);",,,,
4632,"        //Shape s2 = new Wheel1 (-20, -20, 20, 6);",,,,
4633,"        Shape1 t2 = new Triangle1 (0, 0, 50, 0, 0, 30);",,,,
4634,        // Draw the circle and wheel,,,,
4635,        //s1.draw (p);,,,,
4636,        t2.draw (p);,,,,
4637,Shape Class,,,,
4638,    import TurtleGraphics.Pen;,,,,
4639,       public interface Shape1 {,,,,
4640,         public double area();,,,,
4641,         public void   draw (Pen p);,,,,
4642,         public double getXPos();,,,,
4643,         public double getYPos();,,,,
4644,"         public void   move (double xLoc, double yLoc);",,,,
4645,         public void   stretchBy (double factor);,,,,
4646,         public String toString();,,,,
4647,Triangle Class,,,,
4648,    import TurtleGraphics.Pen;,,,,
4649,      public class Triangle1 implements Shape1 {,,,,
4650,"    private double x1, y1, x2, y2, x3, y3;",,,,
4651,"    private double s1, s2, s3;",,,,
4652,"    private double d1, d2;",,,,
4653,"    //private double height, width;",,,,
4654,    public Triangle1() {,,,,
4655,      x1 = 0;,,,,
4656,      y1 = 0;,,,,
4657,      x2 = 1;,,,,
4658,      y2 = 0;,,,,
4659,      x3 = 0;,,,,
4660,      y3 = 1;,,,,
4661,      //height = 1;,,,,
4662,      //width = 1;,,,,
4663,"    public Triangle1 (double xLoc1, double yLoc1, double xLoc2, double yLoc2, double xLoc3, double yLoc3) {",,,,
